ID,Address,Suburb,Price,Type,Date,Rooms,Bathroom,Car,LandSize,Age,Latitude,Longitude,train_station_id,distance_to_train_station,travel_min_to_CBD,over_priced?,crime_A_average,crime_B_average,crime_C_average,closest_primary_school,distance_to_closest_primary,primary_school_ranking,closest_secondary_school,distance_to_closest_secondary,secondary_school_ranking
ID696373231,17 Prospect St,PASCOE VALE,880000.0,h,27/06/2016,3,2.0,2.0,588.0,59.0,-37.7283,144.9356,20034,706.899363353474,31.0,0,659.0,5219.333333333333,338.3333333333333,Pascoe Vale Primary School,356.71829204461847,414,Pascoe Vale Girls Secondary College,1195.13346916601,not ranked
ID983389484,14 Rowan Dr,KEALBA,570000.0,h,29/04/2017,3,1.0,2.0,557.0,39.0,-37.7279,144.8224,20001,2528.1419762548726,34.375,0,591.6666666666666,1189.6666666666667,177.33333333333334,St Paul's Kealba Catholic School,693.911934901438,386,Keilor Downs Secondary College,1695.7812964617706,not ranked
ID941009986,2 Dundas Pl,ALBERT PARK,2615000.0,h,10/12/2016,3,2.0,1.0,177.0,139.0,-37.8415,144.9585,20043,2631.707847474635,0.0,0,1202.0,5034.333333333333,333.0,South Melbourne Park Primary School,384.0957744635715,not ranked,Albert Park College,1045.3500212739546,131
ID301717111,16/341 Heidelberg Rd,NORTHCOTE,471250.0,u,29/04/2017,2,1.0,1.0,1000.0,94.0,-37.7836,145.0139,19930,559.4233746586622,22.0,0,142.0,344.6666666666667,39.333333333333336,St Anthony's School,691.1692266038096,485,Santa Maria College,1784.129083778435,137
ID417179382,15 Stanley St,GLENROY,980000.0,h,4/03/2017,3,2.0,3.0,1029.0,69.0,-37.7115,144.9147,20032,806.3284022290104,36.0,0,1841.6666666666667,9184.666666666666,533.3333333333334,Oak Park Primary School,449.39556662969255,not ranked,Glenroy Secondary College,1180.9612627352328,511
ID888787783,5 Reys Cl,MORDIALLOC,1285000.0,h,16/09/2017,4,2.0,4.0,656.0,39.0,-38.00394,145.1025,19863,1334.5471996681274,50.06666666666667,0,1471.0,7759.666666666667,779.6666666666666,St Brigid's School,1045.34287585122,not ranked,Mordialloc College,1263.673800142973,164
ID816294964,55 Withers St,ALBERT PARK,2800000.0,h,18/06/2016,4,3.0,1.0,327.0,109.0,-37.8467,144.9475,20043,3188.3436892925697,0.0,0,1202.0,5034.333333333333,333.0,Albert Park Primary School,708.3008787320992,306,Albert Park College,212.73416589327323,131
ID966497287,21 Roberts St,BRUNSWICK EAST,899000.0,t,7/05/2016,3,2.0,1.0,116.0,12.0,-37.7667,144.9821,20016,1211.8910739573926,21.3,0,703.6666666666666,1502.0,135.66666666666666,Brunswick East Primary School,243.76446091575158,not ranked,Northcote High School,1066.206194527248,178
ID540232661,54 Marshall Rd,AIRPORT WEST,720000.0,h,6/08/2016,3,1.0,1.0,620.0,8.0,-37.7173,144.8872,20032,3001.31821761618,36.0,0,1202.0,5034.333333333333,333.0,St Christopher's School,1054.1357724285344,274,Penleigh & Essendon Grammar School,2222.2814618142816,not ranked
ID113987966,11 Woolnough Dr,MILL PARK,602000.0,h,8/07/2017,3,1.0,1.0,546.0,42.0,-37.65359,145.04276000000004,20005,1121.8661472094063,45.22222222222222,1,1508.3333333333333,6073.0,553.6666666666666,Mill Park Heights Primary School,894.8278105327535,not ranked,St Monica's College,1015.5543104131045,250
ID957590857,1A Abassia St,BALWYN NORTH,1557000.0,t,17/06/2017,3,2.0,2.0,292.0,9.0,-37.80259,145.09878,19896,1965.9703617904033,28.785714285714285,0,959.0,4476.666666666667,324.0,Greythorn Primary School,279.55405222699494,93,Box Hill Senior Secondary College,1371.6467801189115,not ranked
ID367422999,123/56 Nicholson St,ABBOTSFORD,750000.0,u,12/11/2016,2,2.0,1.0,0.0,10.0,-37.8078,144.9965,19976,437.42838109079895,12.235294117647058,0,1202.0,5034.333333333333,333.0,Abbotsford Primary School,242.16002044530862,not ranked,Collingwood College,752.3573511796332,359
ID486479369,2A Bolingbroke St,PASCOE VALE,520000.0,t,22/04/2017,2,1.0,1.0,0.0,8.0,-37.7324,144.9377,20034,856.5370709174045,31.0,0,705.3333333333334,5479.666666666667,335.0,Pascoe Vale Primary School,136.53890186506035,414,Antonine College,1074.3847533943713,482
ID257880224,4/24 St Elmo Rd,IVANHOE,779000.0,t,17/09/2016,2,1.0,2.0,152.0,49.0,-37.7635,145.0464,19933,606.8433647923359,26.058823529411764,0,555.6666666666666,1129.0,160.66666666666666,Ivanhoe Girls' Grammar School,199.3764818140674,38,Ivanhoe Girls' Grammar School,199.3764818140674,49
ID611635547,20 Balmoral St,BRAYBROOK,730000.0,h,11/03/2017,3,2.0,2.0,544.0,49.0,-37.7815,144.855,20022,2095.940510587467,21.4,0,2897.3333333333335,11243.0,942.0,Sunshine Harvester Primary School,834.7527735831623,not ranked,Caroline Chisholm Catholic College,648.9826062745823,not ranked
ID429844511,487 Brunswick Rd,BRUNSWICK WEST,1150000.0,h,27/11/2016,3,1.0,2.0,726.0,69.0,-37.7747,144.9421,19970,1152.38707506754,22.333333333333332,0,958.6666666666666,5673.0,628.0,Brunswick South West Primary School,475.9250366863411,316,Mount Alexander 7-12 College,1138.795879149686,not ranked
ID699893873,1/13 Johnston St,BURWOOD,813000.0,u,20/05/2017,4,1.0,2.0,360.0,29.0,-37.8499,145.1306,19897,3361.0085024137866,30.818181818181817,0,941.3333333333334,5813.0,575.6666666666666,St Scholastica's School,455.9177288858733,not ranked,Mount Scopus Memorial College,1166.321954949677,10
ID407865108,13 Tasker St,TEMPLESTOWE LOWER,1010000.0,h,16/04/2016,3,2.0,2.0,751.0,51.0,-37.77,145.1025,19935,3951.0872564941938,29.823529411764707,0,2403.6666666666665,5212.333333333333,586.6666666666666,St Clement of Rome School,1112.1437520036495,196,Templestowe College,1766.1894741443632,307
ID837255625,27 Station Rd,OAK PARK,763000.0,t,23/09/2017,3,2.0,2.0,220.0,23.0,-37.71467,144.91997,20033,389.7311308741946,34.0,0,142.0,344.6666666666667,39.333333333333336,Oak Park Primary School,444.3398501110989,not ranked,Glenroy Secondary College,1194.5892613269493,511
ID683108342,12 Hughes St,BRIGHTON EAST,1775000.0,h,3/09/2017,3,1.0,1.0,602.0,94.0,-37.92066,145.01629,19938,1756.7939314843156,36.84615384615385,0,2897.3333333333335,11243.0,942.0,St Finbar's School,497.9139810290102,336,Brighton Secondary College,254.68271731638717,213
ID751229000,73 Major Rd,FAWKNER,526000.0,h,7/11/2016,3,1.0,1.0,404.0,59.0,-37.7075,144.9678,19962,1018.1347659060095,37.0,0,1144.3333333333333,6845.666666666667,375.6666666666667,Darul Ulum College of Victoria,429.30064273452683,438,Darul Ulum College of Victoria,429.30064273452683,261
ID885979098,1/12 Clarendon St,MAIDSTONE,490000.0,h,26/07/2016,3,1.0,2.0,269.0,59.0,-37.7844,144.8665,20022,1682.478746529172,21.4,0,610.0,1743.6666666666667,228.0,Christ the King Primary School,535.9909119062855,not ranked,Caroline Chisholm Catholic College,1451.89758411956,not ranked
ID726202459,8 Ferrars Pl,SOUTH MELBOURNE,4100000.0,h,27/05/2017,4,2.0,1.0,403.0,119.0,-37.83737,144.95799,20043,2172.7999189690995,0.0,0,1245.0,3886.0,447.6666666666667,Galilee Regional Catholic Primary School,310.3395708473684,208,Victorian College Of The Arts Secondary School,1179.1584330180026,not ranked
ID828855838,147A Male St,BRIGHTON,1037000.0,t,25/02/2017,2,1.0,2.0,125.0,10.0,-37.9078,145.0051,19952,391.34869645357264,24.5,0,2897.3333333333335,11243.0,942.0,Brighton Primary School,604.9297077086233,342,Firbank Grammar School,741.0885424520283,29
ID806721706,21 Bruce St,BENTLEIGH,1535000.0,h,28/08/2016,3,2.0,2.0,572.0,89.0,-37.9148,145.0404,19939,418.0504114318609,35.15384615384615,0,925.6666666666666,4701.333333333333,308.6666666666667,St Paul's School,898.3218940987633,211,McKinnon Secondary College,771.4808556218867,48
ID463613484,12 Mell St,TOORAK,1900000.0,h,25/02/2017,2,2.0,0.0,218.0,14.0,-37.847,145.0064,19947,460.444870918718,16.214285714285715,0,647.0,2861.3333333333335,222.66666666666666,Toorak Primary School,375.516665468536,83,Loreto Mandeville Hall,758.1770283472958,15
ID338506254,89 Cheddar Rd,RESERVOIR,1050000.0,h,22/08/2016,5,2.0,1.0,578.0,7.0,-37.7061,145.0147,20009,498.42122730831863,35.2,0,824.6666666666666,1890.3333333333333,159.33333333333334,Maharishi School of the Age of Enlightenment,461.5689590344933,not ranked,William Ruthven Secondary College,1485.3122721039908,not ranked
ID180238904,14 Florence St,BENTLEIGH EAST,977000.0,h,19/11/2016,3,1.0,2.0,543.0,49.0,-37.9242,145.0705,19939,3037.319589213507,35.15384615384615,0,925.6666666666666,4701.333333333333,308.6666666666667,St Peter's School,133.64765305334728,345,St James' College,264.0714784449727,not ranked
ID151776096,1/70 Williams Rd,PRAHRAN,910000.0,h,19/11/2016,2,1.0,1.0,183.0,89.0,-37.8543,145.0024,19957,931.6532652690782,15.5,0,659.0,5219.333333333333,338.3333333333333,Our Lady of Lourdes School,653.3171799700577,67,Christian Brothers' College St Kilda,736.927346618266,not ranked
ID804966612,3 Oakleigh Rd,CARNEGIE,1620000.0,h,3/12/2016,3,1.0,1.0,808.0,100.0,-37.8982,145.0461,19941,797.4139970099537,32.15384615384615,0,3703.6666666666665,18944.0,2039.3333333333333,Kilvington Grammar School,453.44011517075,61,Kilvington Grammar School,453.44011517075,37
ID248723040,30 Daphne St,DONCASTER EAST,1385000.0,h,27/05/2017,3,2.0,3.0,654.0,53.0,-37.78496,145.14659,19898,3920.0087633902754,30.307692307692307,0,3327.0,11071.666666666666,1069.3333333333333,Doncaster Gardens Primary School,390.6347217862589,21,Doncaster Secondary College,752.234251478899,225
ID321141342,232 Williams Rd,TOORAK,1635000.0,h,3/12/2016,3,1.0,2.0,386.0,19.0,-37.8435,145.0043,19947,225.23317240314194,16.214285714285715,0,584.3333333333334,2731.6666666666665,211.66666666666666,Toorak Primary School,523.3402573760077,83,Loreto Mandeville Hall,1067.6164642822075,15
ID500551343,3 Xavier Gr,RESERVOIR,920000.0,h,4/06/2016,3,2.0,2.0,623.0,5.0,-37.7276,145.0165,20011,1211.9099763309516,31.2,1,824.6666666666666,1890.3333333333333,159.33333333333334,Holy Name School,347.9739783696211,463,Reservoir High School,1311.1131965218226,346
ID505643632,25 View St,CLAYTON,1115000.0,h,15/07/2017,5,2.0,2.0,590.0,19.0,-37.92304,145.10984,22249,956.707430266961,33.666666666666664,0,56.333333333333336,98.33333333333333,19.0,Clarinda Primary School,750.082005881467,not ranked,South Oakleigh Secondary College,1764.369865905071,not ranked
ID955944034,3/41 Fordham Rd,RESERVOIR,495000.0,t,12/11/2016,2,1.0,1.0,96.0,6.0,-37.7139,145.0198,20009,1125.415409080164,35.2,0,824.6666666666666,1890.3333333333333,159.33333333333334,St Stephen's School,264.879023272529,not ranked,Reservoir High School,1279.400567938083,346
ID876381027,84 Beachview Pde,POINT COOK,690000.0,h,15/07/2017,4,2.0,2.0,540.0,7.0,-37.90715,144.76527,46468,4436.02615048726,28.133333333333333,0,1609.3333333333333,6840.666666666667,525.6666666666666,St Mary of the Cross Catholic Primary School,192.794503952756,not ranked,Saltwater P-9 College,640.6500272667024,not ranked
ID125176104,2/27 Pakington St,KEW,610000.0,u,25/02/2017,2,1.0,1.0,745.0,51.0,-37.8024,145.0346,19904,2128.6150204389396,15.666666666666666,0,288.0,712.0,75.66666666666667,Kew Primary School,174.4237311116749,356,Trinity Grammar School Kew,872.2370558235878,not ranked
ID589109567,1/10 Scotia St,MOONEE PONDS,675000.0,u,8/10/2016,2,1.0,1.0,206.0,104.0,-37.7694,144.9059,20038,1237.2021808579332,22.0,0,278.0,489.0,65.0,Moonee Ponds West Primary School,306.3516809930373,not ranked,Lowther Hall Anglican Grammar School,1324.4126660234708,not ranked
ID406915922,3 Dumblane St,BALWYN NORTH,3300000.0,h,3/12/2016,5,4.0,2.0,760.0,4.0,-37.7907,145.0907,19896,3453.5471973147323,28.785714285714285,0,925.6666666666666,4701.333333333333,308.6666666666667,Boroondara Park Primary School,284.15008512206305,192,Balwyn High School,1461.532041706274,44
ID488629214,27/16 Goodwood St,RICHMOND,810000.0,t,18/06/2016,2,1.0,1.0,94.0,109.0,-37.8201,144.9927,22247,495.43526366866195,10.0,0,824.6666666666666,1890.3333333333333,159.33333333333334,Richmond West Primary School,768.499522675334,452,Lynall Hall Community School,932.1649908315966,559
ID772507797,5 Viewbank Dr,KEILOR EAST,823000.0,h,27/11/2016,3,1.0,2.0,538.0,39.0,-37.7486,144.8778,20037,3478.7901773035533,24.0,0,555.6666666666666,1129.0,160.66666666666666,St John Bosco's School,1131.1588782498509,not ranked,St Bernard's College,483.40723139943606,130
ID865064489,7 Bank St,RICHMOND,1600000.0,h,3/12/2016,3,2.0,1.0,115.0,18.0,-37.8163,144.9984,19978,631.7332254914506,9.125,1,824.6666666666666,1890.3333333333333,159.33333333333334,Richmond West Primary School,378.84984791836877,452,Lynall Hall Community School,339.749616481508,559
ID877930681,11 Brislington St,SUNSHINE,679500.0,h,26/07/2016,3,1.0,1.0,351.0,17.0,-37.7843,144.8392,22241,729.1710787408464,15.85,0,1363.6666666666667,6287.666666666667,564.3333333333334,Sunshine Harvester Primary School,590.6185165956581,not ranked,Caroline Chisholm Catholic College,974.490472572934,not ranked
ID746461102,4/799 Burwood Rd,HAWTHORN EAST,420000.0,u,4/03/2017,2,1.0,1.0,0.0,49.0,-37.8245,145.0527,19853,575.3364012749241,19.09090909090909,0,1253.6666666666667,7401.333333333333,484.6666666666667,Auburn Primary School,508.77356434583965,344,SEDA College (Victoria),701.1908652075399,not ranked
ID468335471,2 Quarry Cct,COBURG,1131000.0,h,8/10/2016,4,2.0,2.0,494.0,18.0,-37.7359,144.9711,19964,773.7777737554754,34.0,0,1071.3333333333333,5783.666666666667,419.6666666666667,Australian International Academy of Education,440.7631333915912,not ranked,Australian International Academy of Education,440.7631333915912,not ranked
ID131780820,10 Silverdale Rd,EAGLEMONT,2270000.0,h,17/06/2017,3,1.0,2.0,1143.0,13.0,-37.76774,145.05303,19934,469.3855090793688,29.0,0,1666.0,9333.666666666666,523.0,Ivanhoe Girls' Grammar School,619.3846346957149,38,Ivanhoe Girls' Grammar School,619.3846346957149,49
ID852053245,43 Fernhurst Gr,KEW,1690000.0,h,4/03/2017,4,3.0,1.0,358.0,49.0,-37.8034,145.0283,19905,2105.413758488482,13.952380952380953,0,288.0,712.0,75.66666666666667,Kew Primary School,448.12232621635275,356,Trinity Grammar School Kew,987.2606246882547,not ranked
ID719184746,27 MacPherson St,FOOTSCRAY,882000.0,h,29/04/2017,2,1.0,0.0,172.0,119.0,-37.7936,144.8905,20024,994.9258039766083,17.4,0,2047.6666666666667,9171.0,742.3333333333334,St John's School,526.2869696573022,489,Footscray City College,418.02068673316694,166
ID502764617,10/117 Albert St,SEDDON,355000.0,u,24/09/2016,2,1.0,1.0,0.0,44.0,-37.8066,144.8971,19997,295.7422280690502,10.357142857142858,0,824.6666666666666,1890.3333333333333,159.33333333333334,Footscray City Primary School,278.19869318894257,97,Gilmore College For Girls,857.5043072060164,387
ID905640979,4 Marriage Rd,BRIGHTON EAST,1850000.0,h,3/09/2016,4,2.0,2.0,617.0,79.0,-37.9187,145.007,19951,1020.1193305724935,26.5,0,2744.3333333333335,10289.666666666666,780.0,Brighton Primary School,890.1320593413931,342,Brighton Secondary College,1076.505423618921,213
ID195767270,17/393 Toorak Rd,SOUTH YARRA,400000.0,u,14/05/2016,1,1.0,1.0,1424.0,49.0,-37.8402,145.0029,19947,493.29972458896185,16.214285714285715,0,1100.6666666666667,3636.3333333333335,457.3333333333333,Toorak Primary School,821.1217382706576,83,Melbourne High School,765.2238300854178,2
ID246885082,21 Ryder St,NIDDRIE,810000.0,h,8/04/2017,3,2.0,1.0,297.0,64.0,-37.738,144.8865,20036,3200.1664551220433,27.0,0,84.33333333333333,293.3333333333333,23.0,St John Bosco's School,667.8849135092289,not ranked,Rosehill Secondary College,966.5240034397349,239
ID610020001,6 Irene Pl,PRAHRAN,1530000.0,h,18/03/2017,3,1.0,0.0,231.0,49.0,-37.8498,145.0039,19947,600.1011994761135,16.214285714285715,0,705.3333333333334,5479.666666666667,335.0,Our Lady of Lourdes School,571.0131001182335,67,Loreto Mandeville Hall,982.6106344529866,15
ID671634164,1/136 Wright St,SUNSHINE,260000.0,u,3/09/2016,2,1.0,1.0,79.0,59.0,-37.7952,144.8262,20021,946.2307171248312,24.555555555555557,0,1363.6666666666667,6287.666666666667,564.3333333333334,Sunshine Primary School,645.7661067760896,not ranked,Sunshine College,597.7404579815063,233
ID137139876,14/410 Waverley Rd,MALVERN EAST,922000.0,t,10/09/2016,3,2.0,2.0,0.0,19.0,-37.8782,145.0649,19920,1053.618328141567,23.375,0,610.0,1743.6666666666667,228.0,Solway Primary School,889.163697662931,278,Korowa Anglican Girls' School,2070.814855676548,13
ID634532745,150 Gooch St,THORNBURY,1240000.0,h,3/06/2017,3,1.0,1.0,435.0,49.0,-37.75915,145.01043,20014,1139.0023234036153,25.3,0,2532.3333333333335,5455.0,713.0,Wales Street Primary School,297.94006683482263,175,Thornbury High School,1334.2190422577482,209
ID512782871,5 Alice St,CHELTENHAM,1100000.0,h,23/09/2017,3,2.0,2.0,603.0,15.0,-37.97462,145.07906,19865,1461.7805720130439,44.6875,0,1288.3333333333333,4242.333333333333,480.0,Mentone Park Primary School,683.7560671671769,not ranked,Kilbreda College,1580.453252174016,145
ID722416419,3A Homebush Ct,RINGWOOD EAST,777000.0,h,22/07/2017,3,2.0,2.0,502.0,42.0,-37.82268,145.25058,19871,821.6444344174514,41.083333333333336,0,1609.3333333333333,6840.666666666667,525.6666666666666,Eastwood Primary School,640.499202163099,not ranked,Tintern Grammar,961.6745986074683,100
ID954498381,92 Madden Gr,BURNLEY,881000.0,h,16/04/2016,2,1.0,1.0,172.0,119.0,-37.8283,145.012,19906,399.3935496641588,11.904761904761905,0,97.66666666666667,243.0,33.0,Hawthorn West Primary School,1070.1296336487885,125,Melbourne Girls College,676.7279828299819,not ranked
ID636612901,17 Payne St,GLADSTONE PARK,586000.0,h,23/09/2017,3,1.0,1.0,534.0,59.0,-37.68641,144.88487,20031,2896.523794832766,38.0,0,663.0,4010.0,377.0,Gladstone Park Primary School,171.39926527647955,not ranked,Gladstone Park Secondary College,586.5323611853896,not ranked
ID562537976,16 Sandover Dr,ROXBURGH PARK,570000.0,h,3/09/2017,4,2.0,2.0,504.0,19.0,-37.61419,144.93448,20029,1571.595835991424,35.0,1,394.3333333333333,1153.6666666666667,165.33333333333334,Craigieburn South Primary School,617.2050862284804,not ranked,Craigieburn Secondary College,627.8715767337361,497
ID524213065,603/29 Nicholson St,BRUNSWICK EAST,615000.0,u,29/07/2017,2,1.0,1.0,0.0,11.0,-37.77887,144.97797,20017,1324.87741726192,19.3,0,817.6666666666666,1779.6666666666667,181.0,Our Lady Help of Christians School,281.5883238769302,108,Fitzroy High School,1073.1549899646511,248
ID511834101,7 Clevedon Ct,KEW,1950000.0,h,8/10/2016,4,2.0,2.0,400.0,19.0,-37.8147,145.0438,19903,875.5938052547849,17.904761904761905,0,271.6666666666667,771.6666666666666,74.0,Carey Baptist Grammar School,353.37954409830604,23,Carey Baptist Grammar School,353.37954409830604,68
ID745524023,63 Hawkhurst St,YARRAVILLE,1050000.0,h,12/11/2016,3,1.0,2.0,442.0,79.0,-37.8201,144.872,19996,1646.445263748255,11.357142857142858,0,703.6666666666666,1502.0,135.66666666666666,Wembley Primary School,237.58816115354531,222,Emmanuel College,2902.429507312586,180
ID645271228,2/20 Albenca St,MENTONE,881000.0,t,19/08/2017,3,2.0,1.0,332.0,39.0,-37.98001,145.07457,19865,850.5898391782027,44.6875,0,50.333333333333336,68.0,12.0,St Patrick's School,553.8455743780098,346,Kilbreda College,903.7374456292177,145
ID169669604,25 Fyfe St,RESERVOIR,575000.0,t,27/05/2017,2,2.0,1.0,151.0,4.0,-37.70426,145.01203999999996,20009,461.8956822112462,35.2,0,885.0,1901.0,227.66666666666666,Maharishi School of the Age of Enlightenment,654.2372584850295,not ranked,William Ruthven Secondary College,1175.0083989717405,not ranked
ID526161701,43 Stawell St,WERRIBEE,830000.0,h,17/06/2017,3,2.0,2.0,1025.0,49.0,-37.90188,144.65138000000005,19921,899.5654773410662,35.142857142857146,0,98.66666666666667,190.66666666666666,19.0,St Andrew's School,98.00642374761948,not ranked,Wyndham Central Secondary College,1457.5737341718195,not ranked
ID383276614,126 The Parade,ASCOT VALE,1010000.0,h,19/11/2016,2,1.0,1.0,325.0,49.0,-37.7722,144.9117,20039,955.2828185164856,20.0,0,2489.6666666666665,11817.333333333334,1268.6666666666667,St Mary's School,186.02148744176722,159,Lowther Hall Anglican Grammar School,1398.3121087609645,not ranked
ID211985858,3 England St,BULLEEN,1240000.0,h,19/08/2017,4,2.0,2.0,602.0,49.0,-37.76012,145.0854,19935,2201.3369450781934,29.823529411764707,0,941.3333333333334,5813.0,575.6666666666666,St Clement of Rome School,909.1480789085305,196,Our Lady of Mercy College,1586.589392017481,90
ID703902113,39 Wilkinson St,BRUNSWICK,800000.0,h,3/09/2017,2,1.0,0.0,140.0,129.0,-37.76806,144.9598,19968,42.198232703775766,25.333333333333332,0,941.3333333333334,5813.0,575.6666666666666,Brunswick North Primary School,1231.9880307980468,not ranked,Sydney Road Community School,257.67940836618567,447
ID185373867,3/1 Centre St,SUNSHINE,660000.0,u,17/06/2017,4,2.0,2.0,283.0,12.0,-37.78579000000001,144.83597,22241,409.19671324525905,15.85,0,1412.0,6364.0,699.3333333333334,Our Lady of the Immaculate Conception School,408.99856326703116,not ranked,Sunshine College,786.5692600380358,233
ID748750434,1/17 Cosy Gum Rd,CARNEGIE,750000.0,u,8/07/2017,2,1.0,2.0,0.0,49.0,-37.88368,145.0515,19920,683.8693258146169,23.375,0,3767.6666666666665,18925.0,2042.3333333333333,St Anthony's School,526.4525054166543,485,Glen Eira College,1206.6760960339575,215
ID416979145,13 Kyeamba Gr,TOORAK,2076000.0,h,16/09/2017,3,1.0,2.0,302.0,89.0,-37.84213,145.02527,19946,1386.80538174786,18.214285714285715,0,647.0,2861.3333333333335,222.66666666666666,St Catherine's School,553.0475756862648,117,St Catherine's School,553.0475756862648,35
ID669411904,8 Malleson St,RICHMOND,1420000.0,h,14/05/2016,3,1.0,0.0,198.0,129.0,-37.8225,145.0007,19906,824.9924143974789,11.904761904761905,0,824.6666666666666,1890.3333333333333,159.33333333333334,Richmond Primary School,799.7977702144021,260,Richmond High School,596.2569366845856,not ranked
ID271564642,2 Portland St,RICHMOND,3000000.0,h,20/05/2017,3,2.0,7.0,230.0,8.0,-37.8213,144.9948,22247,511.4122207648247,10.0,0,885.0,1901.0,227.66666666666666,Richmond West Primary School,858.1951776235775,452,Richmond High School,826.4853958858622,not ranked
ID283267558,6/350 Somerville Rd,WEST FOOTSCRAY,502000.0,h,6/05/2017,2,1.0,1.0,2701.0,8.0,-37.8109,144.8684,20022,1382.6554901447062,21.4,0,298.0,735.0,154.0,Corpus Christi School,476.60735381667814,not ranked,Gilmore College For Girls,2674.417372953774,387
ID273013696,39 Keon St,THORNBURY,1020000.0,h,18/03/2017,3,1.0,1.0,366.0,49.0,-37.7524,144.9912,20014,712.7856005730238,25.3,0,2532.3333333333335,5455.0,713.0,Bell Primary School,525.9568021057944,not ranked,St John's College Preston,877.467071804503,not ranked
ID262131875,16 Milford St,NEWPORT,760000.0,h,28/08/2016,2,1.0,2.0,255.0,89.0,-37.8469,144.8766,19994,771.6108211595295,16.310344827586206,0,71.0,261.0,20.0,Newport Gardens Primary School,708.300522506334,411,Bayside P-12 College,1420.7688920399385,243
ID303429933,33 Eamon Dr,VIEWBANK,1115000.0,h,1/07/2017,4,2.0,2.0,592.0,15.0,-37.73789,145.08952,19936,2131.6877706569903,31.75,0,647.0,2861.3333333333335,222.66666666666666,Viewbank Primary School,354.1870742245358,238,Viewbank College,449.40060797729944,96
ID839863768,3/19 Hawthorn Rd,CAULFIELD NORTH,350000.0,u,3/06/2017,1,1.0,1.0,0.0,59.0,-37.8681,145.02576000000005,19944,372.4282896132406,20.8,0,1593.3333333333333,6648.333333333333,530.0,Caulfield Junior College,579.1421086737663,226,Oakwood School,987.3997076520889,565
ID641483184,7/7 Simpson St,NORTHCOTE,430000.0,u,15/10/2016,2,1.0,1.0,0.0,49.0,-37.7813,145.0062,19929,295.93131062478375,19.923076923076923,0,136.33333333333334,302.6666666666667,42.0,Westgarth Primary School,540.4822907942221,115,Santa Maria College,1261.4576582228806,137
ID505666618,25/510 Glenferrie Rd,HAWTHORN,348000.0,u,3/12/2016,1,1.0,1.0,0.0,69.0,-37.8303,145.0341,19904,1004.5582715688097,15.666666666666666,0,1150.6666666666667,7827.0,922.3333333333334,St Joseph's School,427.764242570321,113,Scotch College,433.5231642405774,31
ID155937017,7 Ballantyne St,THORNBURY,1450000.0,h,26/08/2017,3,1.0,1.0,312.0,56.0,-37.7587,144.99966,20014,417.25350931215246,25.3,1,2532.3333333333335,5455.0,713.0,St Mary's School,271.64193541025514,159,St John's College Preston,1277.5779155968814,not ranked
ID283916379,1/9 Binnie St,BRIGHTON EAST,817500.0,u,3/09/2017,2,1.0,1.0,111.0,94.0,-37.92416,145.00658,19951,1350.7444568150377,26.5,0,2897.3333333333335,11243.0,942.0,St Leonard's College,504.9934780050332,33,St Leonard's College,504.9934780050332,43
ID800604168,3/30 Beaumont Pde,WEST FOOTSCRAY,280000.0,h,15/07/2017,1,1.0,1.0,45.0,49.0,-37.80728,144.86702,20022,962.9636869144206,21.4,0,298.0,735.0,154.0,Corpus Christi School,536.8611035721809,not ranked,Gilmore College For Girls,2614.6863532574366,387
ID181044585,52/73 River St,RICHMOND,615000.0,u,27/05/2017,2,2.0,1.0,14196.0,14.0,-37.81894000000001,145.01314,19905,916.2789437639947,13.952380952380953,0,885.0,1901.0,227.66666666666666,Hawthorn West Primary School,478.63660646487546,125,Melbourne Girls College,410.71451471801953,not ranked
ID595194465,2/105 Raleigh Rd,MARIBYRNONG,479000.0,t,14/05/2016,2,2.0,1.0,0.0,64.0,-37.7691,144.8905,20038,2550.173469827078,22.0,0,610.0,1743.6666666666667,228.0,St Margaret's Primary School,249.994699026514,216,Maribyrnong Secondary College,1176.9856195472603,not ranked
ID957233257,125 Epsom Rd,ASCOT VALE,1100000.0,h,15/10/2016,4,2.0,5.0,559.0,99.0,-37.7791,144.9136,20039,837.570884300111,20.0,0,2489.6666666666665,11817.333333333334,1268.6666666666667,Ascot Vale West Primary School,279.91293461587895,not ranked,Kensington Community High School,1439.3944197165793,not ranked
ID147502553,165 Spring St,RESERVOIR,762000.0,h,3/09/2017,2,1.0,1.0,556.0,69.0,-37.72422,145.00141000000005,20011,480.8206595461096,31.2,0,885.0,1901.0,227.66666666666666,St Gabriel's School,763.7110631138694,not ranked,Preston High School,1989.8265851940762,not ranked
ID237886064,2/746 Barkly St,WEST FOOTSCRAY,520000.0,t,16/07/2016,2,1.0,1.0,148.0,109.0,-37.7956,144.8641,20022,418.91486187220863,21.4,0,268.3333333333333,736.0,128.33333333333334,Dinjerra Primary School,825.9993472510369,not ranked,Caroline Chisholm Catholic College,1640.9699497830338,not ranked
ID757520539,38A Carroll Cr,MILL PARK,470000.0,h,19/08/2017,3,1.0,1.0,290.0,7.0,-37.6669,145.04234,20005,1941.4661893847267,45.22222222222222,0,1508.3333333333333,6073.0,553.6666666666666,Findon Primary School,745.0366063690062,not ranked,Lalor North Secondary College,995.1145981777131,not ranked
