ID,Address,Rooms,Type,Price,Date,Bathroom,Car,Landsize,Age,Lattitude,Longtitude
ID645271228,2/20 Albenca St,3,t,881000.0,19/08/2017,2.0,1.0,332.0,39.0,-37.98001,145.07457
ID169669604,25 Fyfe St,2,t,575000.0,27/05/2017,2.0,1.0,151.0,4.0,-37.70426,145.01203999999996
ID526161701,43 Stawell St,3,h,830000.0,17/06/2017,2.0,2.0,1025.0,49.0,-37.90188,144.65138000000005
ID383276614,126 The Parade,2,h,1010000.0,19/11/2016,1.0,1.0,325.0,49.0,-37.7722,144.9117
ID211985858,3 England St,4,h,1240000.0,19/08/2017,2.0,2.0,602.0,49.0,-37.76012,145.0854
ID703902113,39 Wilkinson St,2,h,800000.0,3/09/2017,1.0,0.0,140.0,129.0,-37.76806,144.9598
ID185373867,3/1 Centre St,4,u,660000.0,17/06/2017,2.0,2.0,283.0,12.0,-37.78579000000001,144.83597
ID748750434,1/17 Cosy Gum Rd,2,u,750000.0,8/07/2017,1.0,2.0,0.0,49.0,-37.88368,145.0515
ID416979145,13 Kyeamba Gr,3,h,2076000.0,16/09/2017,1.0,2.0,302.0,89.0,-37.84213,145.02527
ID669411904,8 Malleson St,3,h,1420000.0,14/05/2016,1.0,0.0,198.0,129.0,-37.8225,145.0007
ID271564642,2 Portland St,3,h,3000000.0,20/05/2017,2.0,7.0,230.0,8.0,-37.8213,144.9948
ID283267558,6/350 Somerville Rd,2,h,502000.0,6/05/2017,1.0,1.0,2701.0,8.0,-37.8109,144.8684
ID273013696,39 Keon St,3,h,1020000.0,18/03/2017,1.0,1.0,366.0,49.0,-37.7524,144.9912
ID262131875,16 Milford St,2,h,760000.0,28/08/2016,1.0,2.0,255.0,89.0,-37.8469,144.8766
ID303429933,33 Eamon Dr,4,h,1115000.0,1/07/2017,2.0,2.0,592.0,15.0,-37.73789,145.08952
ID839863768,3/19 Hawthorn Rd,1,u,350000.0,3/06/2017,1.0,1.0,0.0,59.0,-37.8681,145.02576000000005
ID641483184,7/7 Simpson St,2,u,430000.0,15/10/2016,1.0,1.0,0.0,49.0,-37.7813,145.0062
ID505666618,25/510 Glenferrie Rd,1,u,348000.0,3/12/2016,1.0,1.0,0.0,69.0,-37.8303,145.0341
ID155937017,7 Ballantyne St,3,h,1450000.0,26/08/2017,1.0,1.0,312.0,56.0,-37.7587,144.99966
ID283916379,1/9 Binnie St,2,u,817500.0,3/09/2017,1.0,1.0,111.0,94.0,-37.92416,145.00658
ID800604168,3/30 Beaumont Pde,1,h,280000.0,15/07/2017,1.0,1.0,45.0,49.0,-37.80728,144.86702
ID181044585,52/73 River St,2,u,615000.0,27/05/2017,2.0,1.0,14196.0,14.0,-37.81894000000001,145.01314
ID595194465,2/105 Raleigh Rd,2,t,479000.0,14/05/2016,2.0,1.0,0.0,64.0,-37.7691,144.8905
ID957233257,125 Epsom Rd,4,h,1100000.0,15/10/2016,2.0,5.0,559.0,99.0,-37.7791,144.9136
ID147502553,165 Spring St,2,h,762000.0,3/09/2017,1.0,1.0,556.0,69.0,-37.72422,145.00141000000005
ID237886064,2/746 Barkly St,2,t,520000.0,16/07/2016,1.0,1.0,148.0,109.0,-37.7956,144.8641
ID757520539,38A Carroll Cr,3,h,470000.0,19/08/2017,1.0,1.0,290.0,7.0,-37.6669,145.04234
ID915202770,26/670 Malvern Rd,2,u,888000.0,29/04/2017,1.0,1.0,0.0,114.0,-37.849000000000004,145.0088
ID916493462,9 Lynch St,3,h,1003000.0,3/12/2016,1.0,1.0,292.0,119.0,-37.797,144.9051
ID587890081,67 Wilson St,2,h,1460000.0,9/09/2017,1.0,2.0,175.0,119.0,-37.84401,144.99839
ID680207601,9/11 Smith St,2,u,535000.0,1/07/2017,1.0,1.0,0.0,8.0,-37.79122,144.93175
ID501043398,43 Woodside St,2,h,1802500.0,8/04/2017,2.0,1.0,182.0,139.0,-37.7843,144.9902
ID362412015,12/35 Princess St,1,u,331000.0,29/04/2017,1.0,1.0,0.0,49.0,-37.8105,144.8952
ID432649485,7 Kewarren Ct,4,h,975000.0,16/09/2017,2.0,2.0,301.0,14.0,-37.73697,144.97568
ID679262400,41 Armstrong St,5,h,715000.0,28/08/2016,2.0,2.0,654.0,7.0,-37.7907,144.821
ID555900826,106 Jukes Rd,3,h,850000.0,18/03/2017,1.0,2.0,604.0,54.0,-37.7017,144.9676
ID164963421,18A Middle St,3,t,1200000.0,24/06/2017,2.0,2.0,198.0,119.0,-37.7771,144.92793
ID539780224,84 Westbrook St,3,h,1650000.0,27/05/2017,3.0,1.0,204.0,109.0,-37.7927,145.05348999999995
ID543636167,4/135 Brunswick Rd,2,t,640000.0,16/09/2017,1.0,1.0,82.0,114.0,-37.777609999999996,144.96832
ID967638021,199 Elizabeth St,4,h,735000.0,7/11/2016,2.0,2.0,302.0,69.0,-37.7271,144.9842
ID423471531,2/635 Malvern Rd,2,u,876000.0,4/03/2017,1.0,1.0,649.0,84.0,-37.8486,145.00799999999995
ID171366206,1/137 Cole St,2,u,1300000.0,4/03/2017,2.0,1.0,244.0,19.0,-37.8954,145.0026
ID708886255,7 Tiernan St,3,h,690000.0,14/05/2016,1.0,1.0,594.0,59.0,-37.7512,145.017
ID129981308,527 Nicholson St,3,h,1330000.0,3/09/2016,1.0,1.0,314.0,119.0,-37.7871,144.9766
ID244967154,10/23 Baxter St,1,u,241000.0,28/08/2016,1.0,1.0,0.0,43.0,-37.7463,144.9635
ID873087260,5/1 Headley St,2,t,600000.0,4/03/2017,1.0,1.0,145.0,9.0,-37.7295,144.9641
ID361926318,21 Pullar St,3,h,490000.0,4/06/2016,1.0,2.0,306.0,59.0,-37.7838,144.8724
ID502283854,14 Pole St,3,h,970000.0,3/12/2016,1.0,0.0,137.0,129.0,-37.8078,144.8972
ID138164109,30 Newhaven Rd,3,h,968000.0,17/06/2017,1.0,1.0,612.0,7.0,-37.85586,145.15827
ID530124668,55 Park Dr,3,h,2790000.0,20/05/2017,2.0,1.0,180.0,129.0,-37.7961,144.9538
ID728481850,33 Livingstone St,3,h,1535000.0,15/10/2016,1.0,2.0,691.0,69.0,-37.7674,145.0392
ID289810619,87 Parkmore Rd,4,h,1415000.0,10/09/2016,2.0,2.0,604.0,49.0,-37.9153,145.0707
ID810363349,1/80 Delaware St,2,t,615000.0,20/05/2017,1.0,1.0,202.0,12.0,-37.7199,145.0091
ID204748974,47 Stevenson St,3,h,3001000.0,24/06/2017,1.0,3.0,784.0,59.0,-37.809779999999996,145.02185
ID468803775,2A Churchill St,3,h,1476000.0,18/03/2017,2.0,2.0,288.0,22.0,-37.7997,145.046
ID910674607,1/15 Allen St,3,u,860000.0,6/05/2017,1.0,1.0,0.0,20.0,-37.7769,145.088
ID887136455,156 Patterson Rd,3,h,1110000.0,6/08/2016,1.0,2.0,692.0,79.0,-37.9263,145.04
ID115431682,172 Albert St,2,h,1060000.0,10/12/2016,1.0,0.0,106.0,109.0,-37.8346,144.9373
ID125428356,20/310 Warrigal Rd,2,u,535000.0,17/06/2017,1.0,2.0,215.0,39.0,-37.96597,145.07535
ID197324498,178 Beaconsfield Pde,3,h,1396500.0,19/11/2016,1.0,1.0,302.0,119.0,-37.7636,144.9864
ID325583154,3/12 Somers St,2,u,605000.0,6/05/2017,1.0,1.0,81.0,54.0,-37.8495,145.0999
ID417180935,6/323 Church St,3,t,1052000.0,20/05/2017,1.0,2.0,0.0,9.0,-37.8221,144.9988
ID130527532,9/25 Derby St,2,u,557000.0,24/09/2016,1.0,1.0,0.0,27.0,-37.8034,145.0369
ID607106609,118 Barries Rd,3,h,283000.0,23/09/2017,1.0,0.0,362.0,43.0,-37.68755,144.56887
ID196007702,52 Stawell St,3,h,841000.0,19/11/2016,1.0,3.0,385.0,99.0,-37.734,144.9603
ID993746904,124 Oriel Rd,3,h,780000.0,27/05/2017,1.0,2.0,680.0,5.0,-37.75255,145.03972
ID987148254,38 Lily St,3,h,1325000.0,4/06/2016,3.0,2.0,227.0,4.0,-37.8033,144.8897
ID328548240,74 Forrester St,4,h,1275000.0,12/11/2016,2.0,2.0,503.0,11.0,-37.7513,144.8925
ID346170123,36 Belford Rd,4,h,1315000.0,17/09/2016,2.0,2.0,458.0,89.0,-37.7981,145.0472
ID112710167,3/7 Violet St,2,u,390000.0,18/06/2016,1.0,1.0,0.0,49.0,-37.7554,144.9127
ID605863515,4/425 Station St,4,h,880000.0,4/03/2017,2.0,2.0,206.0,16.0,-37.828,145.1215
ID202131024,17 James St,3,h,665000.0,7/11/2016,1.0,1.0,726.0,58.0,-37.7104,144.9733
ID669948201,330 Liberty Pde,3,h,687000.0,6/05/2017,1.0,2.0,489.0,4.0,-37.7364,145.0379
ID524177437,64 Bardsley St,4,h,625000.0,7/11/2016,2.0,2.0,611.0,59.0,-37.7917,144.8196
ID225796478,44 Lind St,5,h,1485000.0,18/06/2016,2.0,4.0,502.0,7.0,-37.7317,144.9177
ID822084199,112 Mason St,3,t,747000.0,24/09/2016,2.0,2.0,753.0,14.0,-37.8413,144.8741
ID645030036,64 Stewarts La,3,h,605000.0,26/08/2017,2.0,2.0,755.0,23.0,-37.565329999999996,144.71233
ID164036332,56 Eva St,4,h,1250000.0,12/08/2017,1.0,1.0,711.0,59.0,-37.9255,145.11331
ID556178679,22 Sycamore St,3,h,1450000.0,13/08/2016,2.0,1.0,478.0,94.0,-37.8893,145.0161
ID835359329,1/65 Keon Pde,3,u,500000.0,12/11/2016,1.0,1.0,359.0,59.0,-37.6957,145.0161
ID388331013,121 Murray Rd,4,h,830000.0,3/06/2017,1.0,2.0,540.0,54.0,-37.73935,145.01516999999996
ID548442202,79 Lincoln Rd,4,h,1726000.0,18/03/2017,2.0,2.0,705.0,44.0,-37.7497,144.9089
ID777645175,18/4 Dudley St,2,u,1400000.0,3/06/2017,2.0,2.0,0.0,39.0,-37.90115,144.98776
ID833402338,148 Adderley St,3,h,1370000.0,24/06/2017,1.0,0.0,121.0,18.0,-37.80973,144.9472
ID292817480,8 The Eyrie,4,h,810000.0,17/06/2017,2.0,2.0,838.0,34.0,-37.695679999999996,145.15787
ID563765055,61 Ray Dr,3,h,1260000.0,28/05/2016,2.0,2.0,458.0,22.0,-37.7908,145.0991
ID325745885,5/1 Clyde St,2,u,505000.0,10/09/2016,1.0,1.0,0.0,49.0,-37.7608,145.0059
ID966270429,301/35 Ormond Rd,2,u,1050000.0,4/03/2017,2.0,2.0,2381.0,10.0,-37.8831,144.9841
ID697324022,12/67 High St,2,u,530000.0,16/04/2016,1.0,1.0,0.0,131.0,-37.851,144.988
ID607605720,6 Brooke St,2,h,980000.0,28/05/2016,1.0,0.0,79.0,129.0,-37.8387,144.9519
ID243838291,133/95 Rouse St,2,u,1070000.0,10/09/2016,2.0,1.0,0.0,16.0,-37.8435,144.9415
ID535137733,56 Tennyson St,3,h,1050000.0,4/06/2016,1.0,1.0,274.0,119.0,-37.7984,144.929
ID241519761,5/33 Davison St,1,u,330000.0,29/07/2017,1.0,1.0,0.0,49.0,-37.81317,145.00834
ID242176635,2 Stewart Cl,5,h,750000.0,3/09/2017,2.0,4.0,647.0,36.0,-37.73726,144.82998
ID305198737,28 Oakwood Rd,3,h,526500.0,24/06/2017,1.0,2.0,529.0,54.0,-37.7438,144.77059
ID955922107,18/24 Dongola Rd,2,t,620000.0,10/09/2016,1.0,1.0,144.0,49.0,-37.7926,144.8809
ID884445063,13 Stewart St,2,h,1360000.0,8/10/2016,1.0,1.0,690.0,89.0,-37.9056,145.0288
ID710808531,12 Gurner St,4,h,1900000.0,12/11/2016,2.0,2.0,507.0,129.0,-37.8616,144.9807
ID443200990,43 Gardner St,2,h,1050000.0,13/05/2017,1.0,0.0,134.0,119.0,-37.817,145.0058
ID558464521,27 South St,3,h,923000.0,27/06/2016,1.0,0.0,333.0,99.0,-37.7423,145.0097
ID436611930,207 Rattray Rd,3,h,960000.0,1/07/2017,1.0,1.0,1285.0,49.0,-37.716,145.13452
ID973744794,23 Fenton Cr,4,h,980000.0,26/08/2017,2.0,2.0,937.0,59.0,-38.15845,145.11141
ID891047804,134 Coppin St,3,h,1456000.0,18/06/2016,2.0,1.0,157.0,119.0,-37.8225,145.0029
ID669948201,330 Liberty Pde,3,h,687000.0,6/05/2017,1.0,2.0,489.0,4.0,-37.7364,145.0379
ID918435969,1/1203 Burke Rd,3,t,1205000.0,8/07/2017,2.0,2.0,257.0,19.0,-37.81317,145.05993
ID666710606,151 Bulleen Rd,3,h,980000.0,14/05/2016,1.0,1.0,542.0,71.0,-37.7832,145.0779
ID540316888,115 Bignell Rd,2,h,1160000.0,30/07/2016,1.0,2.0,750.0,14.0,-37.9325,145.0694
ID120606376,23 Byron St,3,h,1520000.0,20/05/2017,2.0,1.0,362.0,119.0,-37.8772,144.9904
ID193518957,1/8 Short St,2,u,1100000.0,3/06/2017,1.0,1.0,258.0,39.0,-37.88245,145.15982
ID315109918,3/26 McArthur St,2,u,575000.0,15/07/2017,1.0,1.0,0.0,20.0,-37.85557,145.03968
ID945747377,3/24 South Rd,3,u,1602000.0,10/12/2016,2.0,2.0,328.0,19.0,-37.9288,144.9954
ID730642525,77B Fromer St,3,t,1235000.0,18/03/2017,2.0,2.0,0.0,7.0,-37.9289,145.0478
ID734481200,17 Plato Cr,3,h,1025000.0,23/09/2017,1.0,2.0,691.0,69.0,-37.908229999999996,145.16173
ID782279330,5/36 King St,2,u,395000.0,18/03/2017,1.0,1.0,0.0,44.0,-37.7461,144.9058
ID843433924,4 Raymond St,4,h,840000.0,30/07/2016,1.0,2.0,390.0,69.0,-37.7395,144.9843
ID483135522,25 Valencia St,2,h,1300000.0,8/10/2016,1.0,5.0,528.0,24.0,-37.7617,144.8987
ID254600396,73 Mareeba Wy,4,h,523000.0,19/08/2017,2.0,2.0,484.0,10.0,-37.58012,144.91998
ID557739574,13 Brooks St,4,t,1060000.0,10/12/2016,3.0,1.0,313.0,59.0,-37.9164,145.0765
ID839602979,102 Willis St,3,h,1450000.0,16/09/2017,1.0,1.0,464.0,71.0,-37.937529999999995,145.0102
ID998567113,2/120 Princess St,2,u,478000.0,14/05/2016,1.0,1.0,0.0,49.0,-37.7997,145.0304
ID860975145,30 Tennyson St,3,h,1505000.0,12/11/2016,2.0,2.0,249.0,12.0,-37.7609,144.9296
ID395303514,48 Electric St,3,h,637000.0,19/08/2017,1.0,5.0,670.0,39.0,-37.69215,144.91654
ID846154175,1A Kawarren St,3,h,1360000.0,12/08/2017,2.0,2.0,424.0,64.0,-37.78617,145.09202
ID458550498,3 Stenson Rd,3,h,515000.0,10/12/2016,1.0,4.0,597.0,44.0,-37.7392,144.8241
ID835989702,5 Byron Ct,3,h,650000.0,8/07/2017,2.0,2.0,1103.0,43.0,-37.78695,145.32513
ID312725493,47 Everett St,4,h,1250000.0,9/09/2017,2.0,2.0,600.0,15.0,-37.75465,144.94144
ID827862823,11 Dickinson St,2,h,542500.0,17/09/2016,1.0,1.0,359.0,59.0,-37.7133,144.9436
ID725068140,395 High St,2,h,1310000.0,18/03/2017,1.0,1.0,162.0,49.0,-37.8528,145.0017
ID742105925,50 Albion Cr,4,h,770000.0,29/07/2017,2.0,2.0,789.0,44.0,-37.696459999999995,145.12163
ID242472194,52 Monash St,3,h,1425000.0,13/08/2016,2.0,2.0,495.0,99.0,-37.7821,144.9055
ID550903834,5/72 Dover Rd,2,u,450000.0,14/05/2016,1.0,2.0,0.0,24.0,-37.8536,144.899
ID954895685,5 Davie La,2,h,502000.0,8/10/2016,2.0,0.0,116.0,19.0,-37.9252,145.0004
ID228906626,8 Hill St,3,h,2500000.0,17/06/2017,2.0,2.0,440.0,69.0,-37.833,145.01322
ID810806990,39 Crevelli St,3,h,612500.0,3/09/2017,1.0,1.0,170.0,69.0,-37.729240000000004,145.02981
ID843433924,4 Raymond St,4,h,840000.0,30/07/2016,1.0,2.0,390.0,69.0,-37.7395,144.9843
ID443915280,20 Atkinson Cl,3,t,1525000.0,3/09/2017,2.0,2.0,150.0,49.0,-37.8567,144.99665
ID380950364,5/22 Well St,2,u,737000.0,22/05/2016,1.0,1.0,106.0,44.0,-37.9159,144.9936
ID478708449,7/1245 Burke Rd,2,u,562500.0,3/12/2016,2.0,1.0,0.0,29.0,-37.8099,145.0606
ID767122335,2/1 Glen Iris Rd,3,t,1615000.0,3/09/2016,1.0,2.0,389.0,129.0,-37.8435,145.0695
ID915380374,6 Jennings St,4,h,1915000.0,16/09/2017,2.0,2.0,563.0,109.0,-37.95893,145.0128
ID151927001,4/206 Cotham Rd,3,u,1100000.0,27/11/2016,1.0,1.0,0.0,84.0,-37.8087,145.0452
ID931271472,40b Drysdale St,3,t,620500.0,7/05/2016,2.0,1.0,158.0,8.0,-37.7293,145.0216
ID292006292,124 Rathcown Rd,2,h,680000.0,27/06/2016,1.0,1.0,750.0,59.0,-37.7089,145.0192
ID919841602,30 Barton St,5,t,1500000.0,17/06/2017,3.0,2.0,365.0,11.0,-37.778209999999994,145.1569
ID611903342,2/2 Harrison St,3,h,720000.0,25/02/2017,2.0,1.0,231.0,7.0,-37.7527,145.0392
ID587097203,67/337 Station St,2,u,510000.0,27/06/2016,1.0,1.0,0.0,49.0,-37.7634,145.02100000000004
ID147920097,3/33 Sunray Av,2,t,751000.0,29/07/2017,1.0,1.0,171.0,9.0,-37.96304,145.06421
ID114762329,24b Munro St,3,h,1302500.0,6/08/2016,2.0,2.0,0.0,26.0,-37.9166,144.9942
ID960923631,2/95 Thomas St,3,t,1100000.0,24/09/2016,2.0,1.0,355.0,32.0,-37.9391,145.012
ID267906012,37 Ballarat St,3,h,1300000.0,23/09/2017,2.0,2.0,277.0,29.0,-37.81732,144.89091000000005
ID989879838,52 Charles St,2,h,1211000.0,24/09/2016,1.0,1.0,178.0,119.0,-37.777,144.9922
ID822181056,258 Nicholson St,3,h,920000.0,16/07/2016,2.0,1.0,309.0,109.0,-37.806999999999995,144.898
ID893533860,50 Towerhill Rd,4,h,755000.0,15/07/2017,1.0,1.0,622.0,59.0,-38.16146,145.12997
ID369555998,89 John St,3,h,610000.0,3/09/2016,1.0,2.0,696.0,59.0,-37.6972,144.9431
ID852681309,55 Ridge Dr,5,h,800000.0,22/07/2017,2.0,3.0,577.0,34.0,-37.75261,144.85631
ID674987115,60 Woiwurung Cr,2,t,631000.0,3/09/2017,2.0,1.0,1965.0,19.0,-37.73615,144.97455
ID747741661,6/383 Gilbert Rd,2,u,436000.0,18/03/2017,1.0,1.0,0.0,39.0,-37.7377,144.9899
ID132599773,791 High St,3,h,1800000.0,15/10/2016,2.0,2.0,405.0,109.0,-37.8545,145.0145
ID650126544,166a Morris St,2,u,550000.0,19/11/2016,1.0,1.0,0.0,14.0,-37.7922,144.8283
ID924254631,4 Chapman St,5,h,2900000.0,8/10/2016,4.0,2.0,640.0,69.0,-37.928000000000004,145.0095
ID142893675,18 Francis St,2,h,780000.0,20/05/2017,1.0,1.0,433.0,79.0,-37.7521,145.0516
ID689432544,25 Sydney St,4,h,816000.0,10/09/2016,1.0,2.0,837.0,89.0,-37.7825,144.8221
ID407201609,38 Warwick Rd,2,h,435000.0,6/08/2016,1.0,4.0,343.0,59.0,-37.7689,144.8402
ID872437157,135 Williams Rd,4,h,2300000.0,17/06/2017,2.0,2.0,291.0,129.0,-37.84961,145.00248
ID826088553,32 Millers Rd,3,t,663000.0,27/05/2017,2.0,2.0,244.0,9.0,-37.82017000000001,144.84904
ID790901065,7/517 Royal Pde,3,t,850000.0,17/06/2017,1.0,1.0,2429.0,49.0,-37.78033,144.95949
ID775385252,1 Barunah St,4,h,777000.0,13/08/2016,1.0,2.0,700.0,59.0,-37.704,144.9399
ID970362820,8/3 Carnarvon St,3,u,700000.0,4/06/2016,2.0,2.0,0.0,12.0,-37.7862,145.1235
ID402046876,15 Ferncroft Dr,4,h,600000.0,1/07/2017,2.0,2.0,505.0,10.0,-37.61957,145.0948
ID761380636,8/7 Neptune St,2,u,760000.0,27/05/2017,1.0,1.0,0.0,49.0,-37.95142,145.01977
ID484256747,59 Moore St,2,h,1130000.0,22/08/2016,1.0,2.0,520.0,44.0,-37.7543,144.9717
ID420471355,50 Thompson St,4,h,1630000.0,25/02/2017,2.0,2.0,265.0,9.0,-37.8656,144.9039
ID556701062,2/6 Sydney Rd,2,u,575000.0,24/09/2016,1.0,1.0,0.0,69.0,-37.7775,144.9607
ID410698425,9 Sullivan St,2,h,906000.0,22/07/2017,1.0,1.0,617.0,59.0,-37.7528,145.04443999999995
ID544261829,11 Carrathool St,3,h,1400000.0,10/12/2016,1.0,3.0,770.0,54.0,-37.7644,145.0886
ID640313699,43 Wards Gr,3,h,1360000.0,25/02/2017,1.0,3.0,676.0,69.0,-37.9233,145.0616
ID972784549,4a Gardner St,2,t,1081000.0,15/10/2016,1.0,1.0,126.0,24.0,-37.814,145.006
ID401308037,3/2 Cawkwell St,3,t,1390000.0,14/05/2016,2.0,1.0,227.0,24.0,-37.8577,145.0406
ID746394164,16 Cole Ct,3,h,3270000.0,28/08/2016,2.0,1.0,363.0,84.0,-37.8445,145.0182
ID590144632,3 Gavan Ct,3,h,570000.0,15/07/2017,1.0,3.0,909.0,54.0,-37.89074,144.65677
ID893072287,11 Marks St,4,h,1080000.0,29/07/2017,2.0,0.0,256.0,49.0,-37.768609999999995,144.96848
ID966037698,3 Henderson Rd,4,h,821000.0,1/07/2017,1.0,6.0,763.0,3.0,-37.69048,144.87312
ID140636458,4 Ananda Ct,3,h,711000.0,14/05/2016,1.0,2.0,658.0,59.0,-37.7147,145.0752
ID731734157,2/11 Dutton Ct,3,t,360000.0,29/07/2017,1.0,1.0,154.0,11.0,-37.64992,144.91883
ID608236682,69 Cumberland St,3,h,650000.0,19/11/2016,1.0,2.0,476.0,44.0,-37.769,144.8441
ID792171398,28 Mayston St,3,h,2680000.0,27/05/2017,2.0,4.0,522.0,59.0,-37.827009999999994,145.0541
ID139699548,19 Myrtle St,4,h,1470000.0,15/10/2016,2.0,1.0,694.0,69.0,-37.7565,145.0506
ID863268410,8 Hassett St,3,h,650000.0,12/11/2016,1.0,0.0,598.0,69.0,-37.7705,144.8307
ID137815874,7 Lisa Ct,4,h,472000.0,27/05/2017,2.0,2.0,546.0,29.0,-37.851459999999996,144.67109
ID316105734,35 Douglas St,3,h,1365000.0,10/09/2016,1.0,1.0,792.0,69.0,-37.864000000000004,145.0972
ID429349919,22 Champion St,3,h,2375000.0,17/09/2016,2.0,2.0,547.0,19.0,-37.9271,145.0034
ID791021393,173 Nelson Rd,4,h,3825000.0,12/08/2017,3.0,0.0,280.0,129.0,-37.83923,144.95113
ID334307236,4/34 Dean St,2,u,890000.0,17/09/2016,2.0,1.0,89.0,54.0,-37.8148,145.0571
ID272207432,15 Maughan Pde,5,h,1660000.0,28/05/2016,3.0,2.0,737.0,69.0,-37.7975,145.0961
ID867703104,21 Reid St,1,h,899000.0,22/05/2016,1.0,0.0,153.0,49.0,-37.7851,144.9784
ID906066890,24 Abraham Dr,4,h,720000.0,27/05/2017,2.0,3.0,879.0,119.0,-37.79079,145.30208000000005
ID306857370,1/136 High Street Rd,3,h,761000.0,7/11/2016,2.0,4.0,400.0,69.0,-37.8675,145.106
ID571325151,24 Martins La,3,h,820000.0,6/08/2016,2.0,2.0,555.0,59.0,-37.7324,145.0862
ID750383533,18 Lorraine St,4,h,2355000.0,25/02/2017,2.0,3.0,715.0,99.0,-37.7582,144.9128
ID446082755,209/5 Stawell St,1,u,443000.0,24/09/2016,1.0,1.0,547.0,119.0,-37.806,144.942
ID556437908,27 Hornby St,2,h,957500.0,24/06/2017,1.0,1.0,136.0,127.0,-37.85542,144.99571
ID592504769,5 Hanover St,3,h,985000.0,22/05/2016,1.0,2.0,384.0,79.0,-37.7626,144.9535
ID129676086,1/17 Albion St,2,h,981000.0,25/02/2017,1.0,0.0,159.0,89.0,-37.874,144.9933
ID341622127,2/13 Emily St,2,u,603000.0,20/05/2017,1.0,1.0,2.0,32.0,-37.8912,145.0644
ID558180957,43 Service St,4,h,2086000.0,26/08/2017,2.0,2.0,581.0,62.0,-37.94003,145.00778
ID691021671,18B Churchill St,3,t,816000.0,22/07/2017,1.0,2.0,0.0,9.0,-37.78738,145.16033000000004
ID617097708,14 Haldane St,3,h,920000.0,26/08/2017,1.0,2.0,645.0,69.0,-38.06688,145.12398000000005
ID757207497,14 Covala Ct,3,h,805000.0,15/07/2017,1.0,0.0,930.0,69.0,-37.6939,145.12899
ID602501732,23 Gray St,2,h,921000.0,16/09/2017,1.0,1.0,161.0,124.0,-37.81899,144.89507
ID837406247,136 Page St,5,h,6400000.0,9/09/2017,2.0,1.0,553.0,99.0,-37.84908,144.95753
ID537012357,3/1 Corhampton Rd,2,h,685000.0,22/05/2016,1.0,1.0,177.0,44.0,-37.7935,145.0679
ID740327428,4 Cascade St,5,h,900000.0,11/02/2017,2.0,2.0,558.0,32.0,-37.9366,145.0954
ID206016005,2 Scotchmer St,2,h,1210000.0,15/10/2016,1.0,1.0,223.0,134.0,-37.7829,144.9782
ID822297251,4/426 Buckley St,3,t,730000.0,18/06/2016,2.0,2.0,0.0,4.0,-37.7532,144.8848
ID661196655,61 Southernhay St,3,h,715000.0,15/10/2016,2.0,2.0,251.0,39.0,-37.7255,145.0088
ID299234510,6/11 Seymour Gr,2,u,530000.0,22/05/2016,1.0,1.0,0.0,89.0,-37.8361,145.0599
ID601324575,1/31 Cavanagh St,2,t,745000.0,3/06/2017,1.0,2.0,359.0,28.0,-37.96342,145.06516000000005
ID915244921,164 Liardet St,3,h,1342000.0,4/06/2016,2.0,2.0,173.0,119.0,-37.8375,144.941
ID988114304,12 Chesterville Ct,4,h,500000.0,27/05/2017,2.0,2.0,383.0,13.0,-37.61132,144.92075
ID953893182,9 Rowan St,3,h,629500.0,29/07/2017,1.0,1.0,610.0,59.0,-37.69865,144.91733
ID956580483,1/29 Logan St,3,h,1800000.0,27/11/2016,2.0,2.0,316.0,33.0,-37.8273,145.0786
ID687523677,4 Regent St,4,h,1520000.0,27/11/2016,2.0,0.0,261.0,109.0,-37.8123,144.8888
ID311418105,32 Sherlowe Cr,4,h,1295000.0,12/08/2017,2.0,2.0,702.0,41.0,-37.73226,145.09855
ID889595805,78 Edwin St,5,h,1587500.0,6/08/2016,5.0,2.0,599.0,6.0,-37.7521,145.0505
ID825133370,5 Cooloongatta Rd,3,h,1800000.0,16/04/2016,2.0,0.0,584.0,99.0,-37.8349,145.0758
ID400572068,41 Highfield Rd,3,h,1209000.0,9/09/2017,1.0,2.0,635.0,49.0,-37.78649,145.16773999999995
ID271362087,393A Brunswick Rd,3,h,1260000.0,18/03/2017,1.0,6.0,563.0,59.0,-37.7757,144.9505
ID316155204,84 Royal Tce,3,t,420000.0,27/05/2017,2.0,2.0,219.0,9.0,-37.57243,144.92663000000005
ID380791695,31 Bowen St,2,h,860000.0,11/02/2017,1.0,1.0,301.0,99.0,-37.7695,144.9092
ID541057112,2/19 Bruce St,2,t,1210000.0,19/11/2016,2.0,2.0,101.0,119.0,-37.8367,145.0076
ID180249630,1/37 Clunes St,3,u,488000.0,13/05/2017,1.0,1.0,260.0,58.0,-37.7157,145.0386
ID715678628,8/7 Passfield St,2,u,521500.0,3/09/2016,1.0,1.0,0.0,59.0,-37.768,144.9408
ID311243756,8 Merbein St,3,h,683500.0,14/05/2016,1.0,2.0,590.0,79.0,-37.717,144.9507
ID673001188,13/47 Marne St,1,u,390500.0,29/04/2017,1.0,0.0,775.0,59.0,-37.8354,144.984
ID171220568,12/37 Tennyson St,2,u,520000.0,12/08/2017,1.0,1.0,3256.0,49.0,-37.87594,144.98833
ID743729599,504/2 Golding St,2,u,600000.0,15/07/2017,1.0,1.0,0.0,5.0,-37.82214000000001,145.03288
